index,season,original_episode_num,rebroadcast,title,description,duration,published_date,url,explicit
70,2014,42,N,Brand Over Brain,"Brands help us assign value to almost everything we buy. But is there a way to know the difference between real and created value? In this episode, TED speakers explore the seductive power of brands. Filmmaker Morgan Spurlock tells the story of his quest to make a completely sponsored film-- about sponsorship. Psychologist Paul Bloom argues that our beliefs about the history of an object change how we perceive it. Consultant Joseph Pine says we’ll pay more for an experience that feels “real.” Marketer Rory Sutherland explains how rebranding changed the potato forever.",60,9-May-14,http://www.npr.org/programs/ted-radio-hour/308752278/brand-over-brain?showDate=2014-05-09,
69,2014,33,Y,Spoken And Unspoken,"We communicate with each other in all sorts of ways, spoken and unspoken. In this hour, TED speakers reflect on how our words and methods of communication affect us, more than you might expect. Linguist John McWhorter says texting has come of age with such speed and force that it's created an entirely new language within a generation. Biologist Mark Pagel believes our complex language system is a piece of ""social technology"", simply created to help us get things done. Teacher Phuc Tran tells a personal story of how being caught in a world between the subjunctive and indicative tense — yes, grammar — helped him find his identity. Etymologist Mark Forsyth shares the surprising back story of the word ""president."" Social psychologist Amy Cuddy explains how body language, like “power posing”, can affect our brains, and might even have an impact on our success.",60,2-May-14,http://www.npr.org/2013/12/13/248190652/spoken-and-unspoken?showDate=2014-05-02,
68,2014,41,N,How We Love,"Love is instinctive and essential. We need it to keep our species going, to survive childhood, to create bonds with other people. But what is it that brings certain people together?  In this hour, TED speakers examine the mystery of connection and relationships. Amy Webb was having no luck with online dating, until she effectively hacked the system.  Anthropologist Helen Fisher questions what happens in our brains when we're in love. Therapist Esther Perel says a good relationship draws on both security and surprise. Writer Jeffrey Kluger explores the profound life-long bond between siblings. Angela Patton tells the story of a unique father-daughter dance.",60,25-Apr-14,http://www.npr.org/programs/ted-radio-hour/301821915/how-we-love?showDate=2014-04-25,
67,2014,32,Y,Believers And Doubters,"Why do some of us believe, and some of us don’t? Can our doubts bring our beliefs into sharper focus? Do we all need to believe in something, and to seek meaning by creating rituals, myths and symbols? And what is the difference between belief and faith? In this hour, TED speakers offer personal perspectives on belief from all ends of the spectrum, from ardent atheists to the devout faithful. Anne Graham Lotz, the daughter of Billy Graham, reflects on her father’s faith and lifelong devotion to God. Writer Lesley Hazleton calls for a new appreciation of doubt as the foundation of faith. Julia Sweeney talks about how two Mormon missionaries made her completely rethink her own beliefs. Alain de Botton says ""Atheism 2.0"" could satisfy our human need for connection and ritual. Devdutt Pattanaik examines the East vs West approach to life through the lens of mythology. ",60,18-Apr-14,http://www.npr.org/2013/11/18/245949211/believers-and-doubters?showDate=2014-04-18,
66,2014,20,Y,Framing The Story,"Stories ignite our imagination, let us leap over cultural walls and cross the barriers of time. Stories affirm who we are, and allow us to experience the similarities between ourselves and others, real or imagined. Stories help us make meaning of our lives. In this hour, TED speakers talk with Guy Raz about the art of storytelling, and how good stories have the power to transform our perceptions of the world. Novelist Tracy Chevalier explains how she discovers a compelling story from inside a painting. Graphic designer Chip Kidd creates “visual haikus” — book covers that, in a single image, tell the story inside. Writer Chimamanda Adichie warns that if we hear only a single story about another person, we risk a critical misunderstanding. And filmmaker Andrew Stanton says good storytelling is starting at the end and working back to the beginning. ",60,11-Apr-14,http://www.npr.org/2013/05/23/186301332/framing-the-story?showDate=2014-04-11,
65,2014,40,N,The Money Paradox,"What does money tell us about human nature? How does it motivate, trick, satisfy and disappoint us? On this episode, TED speakers share insights into our relationship with money. Psychologist Laurie Santos studies human irrationality by observing how primates make decisions — including some not-so-savvy money choices their human relatives often make. Behavioral economist Keith Chen says languages that don’t have a future tense strongly correlate with higher savings. Social psychologist Paul Piff describes how almost anyone’s behavior can change when they’re made to feel rich. Career analyst and writer Daniel Pink explains why traditional rewards like money aren't always successful motivators. Social scientist Michael Norton researches how money can buy happiness — the key is social spending that benefits not just you, but other people.",60,4-Apr-14,http://www.npr.org/programs/ted-radio-hour/295260995/the-money-paradox?showDate=2014-04-04,
64,2014,31,Y,Misconceptions,"There are some truths that we believe in wholeheartedly — but what if we’re completely wrong? Once we separate fact from fiction, how do our perceptions change?  In this hour, TED speakers move beyond conventional wisdom to reveal complex realities about what we think we know to be true. Author Malcolm Gladwell reveals an alternative account of David and Goliath that flips the story on its head. Reporter Leslie T. Chang debunks how we assume Chinese factory workers feel. Ecologist Allan Savory counters everything conventional wisdom tells us about how grasslands lose their life to desertification. Reporter Jennifer 8. Lee talks about her hunt for the actual origins of Chinese-American food. Psychologist Barry Schwartz says having more options doesn't make us happier — it actually paralyzes us.",60,28-Mar-14,http://www.npr.org/2013/11/05/243293489/misconceptions?showDate=2014-03-28,
63,2014,30,Y,Success,"Success has become synonymous with financial wealth, influence and status. But can we define success in another way — one that welcomes a broader range of accomplishment? It may not be as obvious as you think. In this hour, TED speakers share ideas for what makes us successful. Life coach Tony Robbins describes why failure should not be an option. Psychologist Angela Lee Duckworth says ""grit"", not IQ, is the new predictor of success. Mike Rowe encourages us not to follow our passion. Ron Gutman shares some compelling research on the hidden power of smiling. And writer Alain de Botton shares a fascinating view about the American paradigm for success and failure.",60,21-Mar-14,http://www.npr.org/2013/10/25/240777690/success?showDate=2014-03-21,
62,2014,39,N,Solving It,"There are problems affecting big parts of our lives that seem intractable. From politics, to health care, to law and the justice system — some things just don’t seem to work as they should. In this hour, TED speakers share some big ideas on how to solve the seemingly impossible. Attorney Philip K. Howard argues the U.S. has become a legal minefield and we need to simplify our laws. Legal scholar Lawrence Lessig says corruption is at the heart of American politics and issues a bipartisan call for change. Health advocate Rebecca Onie describes how our health care system can be restructured to not just treat — but prevent — illness. Lawyer Bryan Stevenson explains how America’s criminal justice system works against the poor and people of color, and how we can address it.",60,14-Mar-14,http://www.npr.org/programs/ted-radio-hour/288586249/solving-it?showDate=2014-03-14,
61,2014,38,N,Extrasensory,"In this hour, TED speakers question whether we can experience the world more deeply by not only extending our senses — but going beyond them. Color blind artist Neil Harbisson can ""hear"" colors, even those beyond the range of sight. Physician and engineer Todd Kuiken builds prosthetic arms that connect with the human nervous system — improving motion, control and even feeling. Speech scientist Rupal Patel creates customized synthetic voices that enable people who can’t speak to communicate in a unique voice that embodies who they are. Sound expert Julian Treasure says we are losing our listening in a louder world. He shares ways to retune our ears for conscious listening — to other people and the world around us.",60,7-Mar-14,http://www.npr.org/programs/ted-radio-hour/283440560/extrasensory?showDate=2014-03-07,
60,2014,16,Y,Do We Need Humans? ,"We’ve been promised a future where robots will be our friends, and technology will make life’s daily chores as easy as flipping a switch. But are we ready for how those innovations will change us as humans? In this episode, TED speakers consider the promises and perils of our relationship with technology. Psychologist Sherry Turkle looks at how devices and online personas are redefining human connection. Robotics engineer Cynthia Breazeal talks about building robots that teach, learn, and play. Research Scientist Andrew McAfee examines how technology affects the labor market, today and in the future. Physician and writer Abraham Verghese describes our strange new world where patients are data points, and calls for a return to the traditional physical exam.",60,28-Feb-14,http://www.npr.org/2013/02/25/172900833/do-we-need-humans?showDate=2014-02-28,
59,2014,28,Y,Identities,"Each of us has a sense of who we are, where we come from, and what we believe. But is identity assigned at birth? Shaped by circumstance? Or is it something we choose that changes over time? In this hour, TED speakers describe their journeys to answer the question: who am I? Entrepreneur Tan Le recounts her family’s harrowing journey from Vietnam to Australia, and how it defined her identity. Writer Andrew Solomon has interviewed dozens of parents, and he talks about what it’s like to raise a child whose identity is fundamentally different from yours. Novelist Elif Shafak describes how fiction has allowed her to explore many different lives, to jump over cultural walls, and how it may have the power to overcome identity politics. Writer Pico Iyer meditates on the meaning of home in a world where the boundaries of nation-states no longer apply. (Rebroadcast)",60,21-Feb-14,http://www.npr.org/2013/10/06/229879937/identities?showDate=2014-02-21,
58,2014,37,N,Simply Happy,"We all want to find happiness, but it seems elusive. Can we learn more about happiness through science? Or are there simpler ways to achieve it? Host Guy Raz feels happy listening to Pharrell’s song “Happy”, so Guy asked Pharrell to share his ideas on happiness. Then we hear from five TED speakers who contemplate different paths to finding happiness. Researcher Matt Killingsworth says we're often happiest when we're lost in the moment. Journalist Carl Honore believes our society's emphasis on speed erodes our quality of life. Writer Graham Hill makes the case for taking up less space. Psychologist Dan Gilbert challenges the idea that we’ll be miserable if we don’t get what we want. Brother David Steindl-Rast reflects on slowing down, looking where you’re going, and being grateful.",60,14-Feb-14,http://www.npr.org/programs/ted-radio-hour/267185371/simply-happy?showDate=2014-02-14,
57,2014,27,Y,Everything Is Connected,"Every species plays a crucial role in our natural world. But when humans tinker with the equation, a chain reaction can cause entire ecosystems to break down. In this hour, TED speakers explain how everything is connected in nature, with some bold ideas about how we can restore the delicate balance and bring disappearing ecosystems back. Journalist George Monbiot wants us to ""rewild"" — allowing creatures to reclaim their lost habitats. Jane Poynter lived for two years in Biosphere 2, where the connection among living things was often fragile and at risk of breaking down. Sound recordist Bernie Krause helps us hear the signs of vanishing ecosystems. And bee researcher Marla Spivak explains why bee colonies in the U.S. have been declining for decades. (Rebroadcast)",60,7-Feb-14,http://www.npr.org/2013/09/27/216098121/everything-is-connected?showDate=2014-02-07,
56,2014,36,N,The End Of Privacy,"Everyone expects a degree of privacy. But who holds the reins over our personal information? And does it matter if it’s collected by government, by a search engine, or if we willingly give it away? In this hour, TED speakers explore ideas about our changing notions of privacy, the consequences and benefits. When Hasan Elahi’s name was mistakenly added to the U.S. government’s watch list, he fought the assault on his privacy by turning his life inside-out for the world to see. Hacker and security expert Mikko Hyppönen says virtually every international internet user is being watched — and he makes the case for privacy in the age of government surveillance. Former U.S. Deputy Chief Technology Officer Beth Noveck shares her vision of practical openness – connecting bureaucracies to citizens, and creating a truly participatory democracy. Health IT expert John Wilbanks explores whether the desire to protect privacy is slowing research, and if opening up medical data could create a wave of health care innovation. Behavioral economist Alessandro Acquisti explains how everyday decisions contribute to blurring the line between our public and private lives.",60,31-Jan-14,http://www.npr.org/programs/ted-radio-hour/265352348/the-end-of-privacy?showDate=2014-01-31,
55,2014,26,Y,Predicting The Future ,"Visions of the future don’t just have to come from science fiction. There’s very real technology today giving us clues about how our future lives might be transformed. So what might our future look like? And what does it take for an idea about the future to become a reality? In this hour, TED speakers make some bold predictions and explain how our future lives might look. Technology leader Nicholas Negroponte looks back on predictions he made in 1984, with surprising accuracy. Tissue engineer Nina Tandon says in the future, we’ll be able to grow replacement organs. Entrepreneur Richard Resnick says faster genome sequencing will revolutionize how we treat disease. Global security consultant Marc Goodman explains how advancing technology will change how we fight crime. GPS expert Todd Humphreys forecasts the future of geo-locators and how it will change our notions of privacy. Also, Sebastian Thrun says we will see more driverless cars on the road in the next decade, and soon traffic jams and accidents will be a thing of the past. (Rebroadcast)",60,24-Jan-14,http://www.npr.org/2013/08/26/215826949/predicting-the-future?showDate=2014-01-24,
54,2014,35,N,Disruptive Leadership,"Is leadership only reserved for the extraordinary few? Who has what it takes to disrupt the status quo? In this hour, TED speakers share ideas about what it takes to forge a new path. Four-star general Stanley McChrystal recounts some tough lessons about leadership he gained from the front lines. Facebook COO Sheryl Sandberg gets to the bottom line for women who want to lead. Bunker Roy created a school in India that equips rural women for leadership by training them to become solar engineers, artisans, dentists and doctors. Drew Dudley calls on us to celebrate leadership as the everyday act of improving each other’s lives. Seth Godin believes the Internet gives ordinary people the power to lead.",60,17-Jan-14,http://www.npr.org/programs/ted-radio-hour/261084166/disruptive-leadership?showDate=2014-01-17,
53,2014,25,Y,The Next Greatest Generation?,"Whether you call them Millennials, Generation Y, or the Me Generation, one thing's for certain: this generation of young people will change the world. But how different is this hyper-connected generation from its predecessors? And what will be its legacy? In this hour, we hear from TED speakers searching to define themselves and their generation. Demographer Neil Howe coined the term “Millennial” in 1991, and offers perspective on the now loaded term. Activist Natalie Warne calls on young people to find their passion, chase after it, and not let age stop them from changing the world. Psychologist Meg Jay tells twentysomethings how to reclaim adulthood before it’s too late. Charlie Hoehn explains how he built a career on his own terms at the height of the economic recession. YouTube Trends Manager Kevin Allocca describes how this generation is using technology to completely change the way we consume media. Teenager and RookieMag.com editor-in-chief Tavi Gevinson talks about the need for an unapologetically uncertain, complex face for feminism and for teenage girls. (Rebroadcast)",60,10-Jan-14,http://www.npr.org/2013/08/13/211713540/the-next-greatest-generation?showDate=2014-01-10,
52,2014,34,N,Overcoming ,"We all have our struggles, whether they be mental, physical, or social. But what is it that makes some of us keep trying and striving to overcome despite the odds? In this hour, TED speakers tell their stories about overcoming a weakness and turning it into a strength. Temple Grandin talks about how she struggled with autism for years until she realized that her ability to “think in pictures” allows her to solve problems that many others might miss. Shane Koyczan describes being tormented endlessly by bullies, but when he turned to spoken word poetry as an adult, he found a community of fans eager to embrace him for his anti-bullying message. Eleanor Longden recounts how her life was spiraling out of control when she was diagnosed with schizophrenia, hospitalized, and drugged — until she learned to listen to and live with her voices. Kakenya Ntaiya tells the fearless story of challenging ingrained traditions, insisting to continue her education, and becoming the first girl to leave her Maasai village for college.",60,3-Jan-14,http://www.npr.org/programs/ted-radio-hour/255743572/overcoming?showDate=2014-01-03,
51,2013,15,Y,What Is Beauty? ,On this episode we'll try to seduce you with new ideas about beauty. Philosopher Denis Dutton and psychologist Nancy Etcoff take us back in time to the primordial reasons why we all share a common taste for beauty. Fashion model Cameron Russell walks us down the runway of beauty's perilous side. Civic leader Bill Strickland transforms inner city youth by adorning arts education centers with beauty of every shape and form. And designer Richard Seymour believes we do not recognize beauty until we know the story behind it.,60,27-Dec-13,http://www.npr.org/2013/04/19/174724704/what-is-beauty?showDate=2013-12-27,
50,2013,18,Y,Giving It Away,"You can give away almost anything — your time, money, food, your ideas. Giving helps define who we are and helps us connect with others. And thanks to the internet and a rise in social consciousness, there’s been a seismic shift not only in what we’re giving, but how. In this hour, stories from TED speakers who are “giving it away” in new and surprising ways, and the things that happen in return. Firefighter Mark Bezos tells a story of an act of heroism that didn't go as expected, but ended up teaching him an important lesson. Gardener Ron Finley wants to help make his community in South Central LA more healthy, by letting people take fruit and vegetables from his roadside gardens. Activist Dan Pallotta calls out the double standard that drives our broken relationship to charities. And musician Amanda Palmer tells us how she developed a more trusting relationship with her fans by not charging for her music. ",60,20-Dec-13,http://www.npr.org/2013/05/06/181684003/giving-it-away?showDate=2013-12-20,
49,2013,33,N,Spoken And Unspoken,"We communicate with each other in all sorts of ways, spoken and unspoken. In this hour, TED speakers reflect on how our words and methods of communication affect us, more than you might expect. Linguist John McWhorter says texting has come of age with such speed and force that it's created an entirely new language within a generation. Biologist Mark Pagel believes our complex language system is a piece of ""social technology"", simply created to help us get things done. Teacher Phuc Tran tells a personal story of how being caught in a world between the subjunctive and indicative tense — yes, grammar — helped him find his identity. Etymologist Mark Forsyth shares the surprising back story of the word ""president."" Social psychologist Amy Cuddy explains how body language, like “power posing”, can affect our brains, and might even have an impact on our success.",60,13-Dec-13,http://www.npr.org/2013/12/13/248190652/spoken-and-unspoken?showDate=2013-12-13,
48,2013,24,Y,The Hackers,"Science and technology now allow us to ""hack"" solutions to the biggest challenges of our time. But how far is too far? And what are the consequences of these hacks? We hear stories from TED speakers who dare to hack the brain, the climate, and even the animal kingdom in hopes of creating a better world. Computer security expert Mikko Hyppönen describes how he discovered the first PC virus, and what he learned about protecting the Internet today. Environmentalist Stewart Brand says we now have the technology to bring back some of the species that humanity has wiped out. Climate scientist David Keith proposes a cheap and surprising way to address climate change. Inventor Jay Silver encourages everyone to play with the world around them. Neurosurgeon Andres Lozano talks about dramatic findings in deep brain stimulation.",60,6-Dec-13,http://www.npr.org/2013/08/10/209178988/the-hackers?showDate=2013-12-06,
47,2013,19,Y,Memory Games,"Memory is malleable, dynamic and elusive. When we tap into our memories, where is the line between fact and fiction? How does our memory play tricks on us, and how can we train it to be more accurate? In this hour, TED speakers discuss how a nimble memory can improve your life, and how a frail one might ruin someone else's. Forensic psychologist Scott Fraser argues that in a criminal trial, even close-up eyewitnesses can create ""memories"" they may not have seen. Nobel laureate Daniel Kahneman explains how our experiences and our memories perceive happiness differently. Writer Joshua Foer shows how anyone can achieve amazing feats of memory, including him.",60,29-Nov-13,http://www.npr.org/2013/05/09/182667116/memory-games?showDate=2013-11-29,
46,2013,32,N,Believers And Doubters,"Why do some of us believe, and some of us don’t? Can our doubts bring our beliefs into sharper focus? Do we all need to believe in something, and to seek meaning by creating rituals, myths and symbols? And what is the difference between belief and faith? In this hour, TED speakers offer personal perspectives on belief from all ends of the spectrum, from ardent atheists to the devout faithful. Anne Graham Lotz, the daughter of Billy Graham, reflects on her father’s faith and lifelong devotion to God. Writer Lesley Hazleton calls for a new appreciation of doubt as the foundation of faith. Julia Sweeney talks about how two Mormon missionaries made her completely rethink her own beliefs. Alain de Botton says ""Atheism 2.0"" could satisfy our human need for connection and ritual. Devdutt Pattanaik examines the East vs West approach to life through the lens of mythology. ",60,22-Nov-13,http://www.npr.org/2013/11/18/245949211/believers-and-doubters?showDate=2013-11-22,
45,2013,31,N,Misconceptions,"There are some truths that we believe in wholeheartedly — but what if we’re completely wrong? Once we separate fact from fiction, how do our perceptions change?  In this hour, TED speakers move beyond conventional wisdom to reveal complex realities about what we think we know to be true. Author Malcolm Gladwell reveals an alternative account of David and Goliath that flips the story on its head. Reporter Leslie T. Chang debunks how we assume Chinese factory workers feel. Ecologist Allan Savory counters everything conventional wisdom tells us about how grasslands lose their life to desertification. Reporter Jennifer 8. Lee talks about her hunt for the actual origins of Chinese-American food. Psychologist Barry Schwartz says having more options doesn't make us happier — it actually paralyzes us.",60,15-Nov-13,http://www.npr.org/2013/11/05/243293489/misconceptions?showDate=2013-11-15,
44,2013,23,Y,To The Edge,"Some people might only dream of adventure, but for others, there’s no other option but to explore the most extreme places on Earth. From the deepest caves to rough oceans, from the North Pole to dizzying heights on a high wire: what drives adventurers to constantly push to the brink of human endurance? In this hour, TED speakers share their experiences of going to the edge of our world. Arctic explorer Ben Saunders recounts his harrowing solo ski trek to the North Pole. Engineer and daredevil caver Bill Stone pushes the frontier to the remotest depths of the Earth. Roz Savage quit her high-powered job to become an ocean rower. High-wire artist Philippe Petit tells the amazing story of how he walked between the Twin Towers.",60,8-Nov-13,http://www.npr.org/2013/07/11/201092483/to-the-edge?showDate=2013-11-08,
43,2013,30,N,Success,"Success has become synonymous with financial wealth, influence and status. But can we define success in another way — one that welcomes a broader range of accomplishment? It may not be as obvious as you think. In this hour, TED speakers share ideas for what makes us successful. Life coach Tony Robbins describes why failure should not be an option. Psychologist Angela Lee Duckworth says ""grit"", not IQ, is the new predictor of success. Mike Rowe encourages us not to follow our passion. Ron Gutman shares some compelling research on the hidden power of smiling. And writer Alain de Botton shares a fascinating view about the American paradigm for success and failure.",60,1-Nov-13,http://www.npr.org/2013/10/25/240777690/success?showDate=2013-11-01,
42,2013,21,Y,Turning Points,"Our lives are often defined by turning points. They can happen gradually or in an instant. But how do we reconcile the before and the after — our former selves with who we’ve become? In this hour, we hear from TED speakers who have been shaped by profound turning points in their lives. Surgeon and author Sherwin Nuland recalls how he broke free of a debilitating depression after undergoing electroshock therapy. Businessman Ric Elias had a front row seat on Flight 1549 that crash-landed in the Hudson River in 2009. He describes what went through his mind as the plane was going down. As a teenager, Maajid Nawaz was active in an extreme Islamist organization. But after spending five years in an Egyptian jail, he now devotes himself to promoting democracy in the face of extremism and xenophobia. Journalist Joshua Prager describes his life before and after a devastating bus accident that left him paralyzed on his left side. He probes questions of self-deception, identity, and whether the crash or his response to the crash has ultimately defined him.",60,25-Oct-13,http://www.npr.org/2013/06/24/195193839/turning-points?showDate=2013-10-25,
41,2013,29,N,Haves And Have-Nots,"Income inequality is at an all-time high between the haves and the have nots. But does the poverty gap have to be so wide, and can it potentially be eliminated altogether? In this hour, TED speakers share some big ideas about inequality, and new ways we might achieve prosperity for all. Ernesto Sirolli recounts how well-intentioned aid programs can go awry; he says the first step to addressing poverty might be to “shut up and listen.” Author and politician Chrystia Freeland charts the rise of today’s billionaire plutocrats, and wonders what concentrated super-wealth means for the rest of us. Historian Niall Ferguson explains why, when it comes to amassing wealth, it’s been the West versus the rest for the past 500 years. Ghanaian economist George Ayittey says that when it comes to Africa, it’s up to a new generation to bring about accountability. Jacqueline Novogratz, CEO of Acumen Fund, discusses groundbreaking work that connects the poor to the global economy.",60,18-Oct-13,http://www.npr.org/2013/10/16/235781665/haves-and-have-nots?showDate=2013-10-18,
40,2013,28,N,Identities,"Each of us has a sense of who we are, where we come from, and what we believe. But is identity assigned at birth? Shaped by circumstance? Or is it something we choose that changes over time? In this hour, TED speakers describe their journeys to answer the question: who am I? Entrepreneur Tan Le recounts her family’s harrowing journey from Vietnam to Australia, and how it defined her identity. Writer Andrew Solomon has interviewed dozens of parents, and he talks about what it’s like to raise a child whose identity is fundamentally different from yours. Novelist Elif Shafak describes how fiction has allowed her to explore many different lives, to jump over cultural walls, and how it may have the power to overcome identity politics. Writer Pico Iyer meditates on the meaning of home in a world where the boundaries of nation-states no longer apply. (Rebroadcast)",60,11-Oct-13,http://www.npr.org/2013/10/06/229879937/identities?showDate=2013-10-11,
39,2013,22,Y,Why We Collaborate ,"""The world has over a trillion hours a year of free time to commit to shared projects,"" says professor Clay Shirky. But what motivates dozens, thousands, even millions of people to come together on the Internet and commit their time to a project, for free? What is the key to making a successful collaboration work? In this hour, TED speakers unravel ideas behind the mystery of mass collaborations that build a better world. Wikipedia founder Jimmy Wales explains what drives people everywhere to contribute to the self-organizing online encyclopedia. Computer programmer Luis von Ahn builds systems that combine humans and computers to help digitize books and translate the web. Social media guru Clay Shirky says when we contribute to the web, we’re building a better world. Software entrepreneur Jason Fried thinks collaboration is key to productivity, as long as we do away with meetings. And coder Jennifer Pahlka believes the government should be more like the Internet: permissionless and open.",60,4-Oct-13,http://www.npr.org/2013/07/13/197986218/why-we-collaborate?showDate=2013-10-04,
38,2013,27,N,Everything Is Connected,"Every species plays a crucial role in our natural world. But when humans tinker with the equation, a chain reaction can cause entire ecosystems to break down. In this hour, TED speakers explain how everything is connected in nature, with some bold ideas about how we can restore the delicate balance and bring disappearing ecosystems back. Journalist George Monbiot wants us to ""rewild"" — allowing creatures to reclaim their lost habitats. Jane Poynter lived for two years in Biosphere 2, where the connection among living things was often fragile and at risk of breaking down. Sound recordist Bernie Krause helps us hear the signs of vanishing ecosystems. And bee researcher Marla Spivak explains why bee colonies in the U.S. have been declining for decades. (Rebroadcast)",60,27-Sep-13,http://www.npr.org/2013/09/27/216098121/everything-is-connected?showDate=2013-09-27,
37,2013,20,Y,Framing The Story,"Stories ignite our imagination, let us leap over cultural walls and cross the barriers of time. Stories affirm who we are, and allow us to experience the similarities between ourselves and others, real or imagined. Stories help us make meaning of our lives. In this hour, TED speakers talk with Guy Raz about the art of storytelling, and how good stories have the power to transform our perceptions of the world. Novelist Tracy Chevalier explains how she discovers a compelling story from inside a painting. Graphic designer Chip Kidd creates “visual haikus” — book covers that, in a single image, tell the story inside. Writer Chimamanda Adichie warns that if we hear only a single story about another person, we risk a critical misunderstanding. And filmmaker Andrew Stanton says good storytelling is starting at the end and working back to the beginning. ",60,20-Sep-13,http://www.npr.org/2013/05/23/186301332/framing-the-story?showDate=2013-09-20,
36,2013,26,N,Predicting The Future ,"Visions of the future don’t just have to come from science fiction. There’s very real technology today giving us clues about how our future lives might be transformed. So what might our future look like? And what does it take for an idea about the future to become a reality? In this hour, TED speakers make some bold predictions and explain how our future lives might look. Technology leader Nicholas Negroponte looks back on predictions he made in 1984, with surprising accuracy. Tissue engineer Nina Tandon says in the future, we’ll be able to grow replacement organs. Entrepreneur Richard Resnick says faster genome sequencing will revolutionize how we treat disease. Global security consultant Marc Goodman explains how advancing technology will change how we fight crime. GPS expert Todd Humphreys forecasts the future of geo-locators and how it will change our notions of privacy. Also, Sebastian Thrun says we will see more driverless cars on the road in the next decade, and soon traffic jams and accidents will be a thing of the past. (Rebroadcast)",60,13-Sep-13,http://www.npr.org/2013/08/26/215826949/predicting-the-future?showDate=2013-09-13,
35,2013,25,N,The Next Greatest Generation?,"Whether you call them Millennials, Generation Y, or the Me Generation, one thing's for certain: this generation of young people will change the world. But how different is this hyper-connected generation from its predecessors? And what will be its legacy? In this hour, we hear from TED speakers searching to define themselves and their generation. Demographer Neil Howe coined the term “Millennial” in 1991, and offers perspective on the now loaded term. Activist Natalie Warne calls on young people to find their passion, chase after it, and not let age stop them from changing the world. Psychologist Meg Jay tells twentysomethings how to reclaim adulthood before it’s too late. Charlie Hoehn explains how he built a career on his own terms at the height of the economic recession. YouTube Trends Manager Kevin Allocca describes how this generation is using technology to completely change the way we consume media. Teenager and RookieMag.com editor-in-chief Tavi Gevinson talks about the need for an unapologetically uncertain, complex face for feminism and for teenage girls. (Rebroadcast)",60,6-Sep-13,http://www.npr.org/2013/08/13/211713540/the-next-greatest-generation?showDate=2013-09-06,
34,2013,13,Y,Making Mistakes,"We try so hard to be perfect, to never make mistakes and to avoid failure at all costs. But mistakes happen. And when they do, how do we deal with being wrong? In this episode, TED speakers look at those darker moments in our lives, and consider why sometimes we need to make mistakes and face them head on. Dr. Brian Goldman tells a profound story about the first big mistake he made in the ER, and questions medicine's culture of denial. Professor Brené Brown explains how important it is to confront shame. Also, jazz composer Stefon Harris argues that a lot of our actions are seen as mistakes only because we don't react to them appropriately. Plus, Margaret Heffernan, the former CEO of five businesses, tells the story of two unexpected collaborators, and how good disagreement is central to progress.",60,23-Aug-13,http://www.npr.org/2013/03/11/174030515/making-mistakes?showDate=2013-08-23,
33,2013,16,Y,Do We Need Humans? ,"We’ve been promised a future where robots will be our friends, and technology will make life’s daily chores as easy as flipping a switch. But are we ready for how those innovations will change us as humans? In this episode, TED speakers consider the promises and perils of our relationship with technology. Psychologist Sherry Turkle looks at how devices and online personas are redefining human connection. Robotics engineer Cynthia Breazeal talks about building robots that teach, learn, and play. Research Scientist Andrew McAfee examines how technology affects the labor market, today and in the future. Physician and writer Abraham Verghese describes our strange new world where patients are data points, and calls for a return to the traditional physical exam.",60,16-Aug-13,http://www.npr.org/2013/02/25/172900833/do-we-need-humans?showDate=2013-08-16,
32,2013,24,N,The Hackers,"Science and technology now allow us to ""hack"" solutions to the biggest challenges of our time. But how far is too far? And what are the consequences of these hacks? We hear stories from TED speakers who dare to hack the brain, the climate, and even the animal kingdom in hopes of creating a better world. Computer security expert Mikko Hyppönen describes how he discovered the first PC virus, and what he learned about protecting the Internet today. Environmentalist Stewart Brand says we now have the technology to bring back some of the species that humanity has wiped out. Climate scientist David Keith proposes a cheap and surprising way to address climate change. Inventor Jay Silver encourages everyone to play with the world around them. Neurosurgeon Andres Lozano talks about dramatic findings in deep brain stimulation.",60,9-Aug-13,http://www.npr.org/2013/08/10/209178988/the-hackers?showDate=2013-08-09,
31,2013,12,Y,Peering Into Space ,"Gazing up at the night sky is simultaneously humbling and utterly thrilling. This hour, we’ll hear from TED speakers who share an infectious sense of wonder and curiosity about our place in the universe and what lies beyond our skies. Phil Plait breaks down how we can defend Earth from an asteroid. Also, Jill Tarter of the SETI Institute explains why it’s crucial for humans here on earth to continue searching for sentient beings in the cosmos. Plus: Physicist Brian Greene unravels the strange tale of dark matter and why our universe may be one of many in the “multiverse.”",60,2-Aug-13,http://www.npr.org/2013/02/15/172136499/peering-into-space?showDate=2013-08-02,
30,2013,23,N,To The Edge,"Some people might only dream of adventure, but for others, there’s no other option but to explore the most extreme places on Earth. From the deepest caves to rough oceans, from the North Pole to dizzying heights on a high wire: what drives adventurers to constantly push to the brink of human endurance? In this hour, TED speakers share their experiences of going to the edge of our world. Arctic explorer Ben Saunders recounts his harrowing solo ski trek to the North Pole. Engineer and daredevil caver Bill Stone pushes the frontier to the remotest depths of the Earth. Roz Savage quit her high-powered job to become an ocean rower. High-wire artist Philippe Petit tells the amazing story of how he walked between the Twin Towers.",60,26-Jul-13,http://www.npr.org/2013/07/11/201092483/to-the-edge?showDate=2013-07-26,
