Index,season,original_episode,rebroadcast,title,description,duration,published_date,url,explicit
108,2012,108,N,Live from San Francisco!," Holy cow! What a shit storm of delights. TJ MILLER! DOUG BENSON! MOSHE KASHER! KYLE KINANE! ALEX KOLL! Live, back in San Fran for just an incredible night with friends. Seriously one of the best weekends we've had, ever, and this is a little slice of it for you to enjoy. GET INTO IT, WEIRDOS! ",1:40:04,12/7/12,http://youmadeitweird.libsyn.com/live-from-san-francisco,Y
107,2012,107,N,Ari Shaffir," Ari Shaffir (Skeptic Tank podcast! Comedy! Revenge For The Holocaust CD!) is a wonderful and interesting, insightful guest and a super fun and long-anticipated trip. PLEASE ENJOY YOU WEIRDOS. Pete did. Now you? ",2:43:54,12/5/12,http://youmadeitweird.libsyn.com/ari-shaffir,Y
106,2012,106,N,Joe DeRosa," Joe DeRosa (Comedy Central! CHEAT film and book! Comedy!) is one of Pete's best friends and funniest people ever and Pete was so glad to get to sit down with him at his place in NYC and gab like guys. So much gabbin. Laughs, bits, riffing bits, laser. All of it. ENJOY, WEIRDOS!! ",1:50:15,11/30/12,http://youmadeitweird.libsyn.com/joe-de-rosa,Y
105,2012,105,N,Aisha Tyler," Aisha Tyler (holy cow! the talk! archer! girl on guy podcast) is a pure delight and a weirdo treasure. Pete and Aisha had never met before, but hit it off immediately and got down to the weird, wonderful and silly, silly laugh fest that is the episode. Please enjoy you weird, weird weirdos! ",1:44:23,11/28/12,http://youmadeitweird.libsyn.com/aisha-tyler,Y
104,2012,104,N,Kurt Metzger," Kurt Metzger was so great on the live YMIW in NYC Pete had to grab him for a full one-on-one before he left and this is the hilarious and weird result. Kurt (Comedy Central, Ugly Americans) is one of Pete's favs (no surprise there) and after this, he's probably for sure gonna be one of yours too. GET INTO IT, WEIRDOS!! ",1:58:31,11/23/12,http://youmadeitweird.libsyn.com/kurt-metzger,Y
103,2012,103,N,Jonathan Katz and Tom Snyder," Jonathan Katz (Explosion Bus! Comedy Central's Dr Katz Professional Therapist!) and his writing partner Tom Snyder (amazing science mind AND comedy mind!!) laid down one of the most interesting and dynamic YMIWs of all time. What a weird journey that Pete sincerely hopes you enjoy as much as he did (which is a ton). Lotta laughing, lotta learning, lotta loving. GET INTO IT, WEIRDOS!! ",2:10:41,11/21/12,http://youmadeitweird.libsyn.com/jonathan-katz-and-tom-snyder,Y
102,2012,102,N,Live from NY Comedy Festival!," LIVE FROM THE GRAMERCY THEATER IN NYC! Holy cow, what a line-up. Pete's co-writer and director for all the videos he's ever made (College Humor's Badman, Doctor, etc) and field producer for The Daily Show Oren Brimer is the first guest! Followed by the hilarious Kurt Metzger (Ugly Americans, Comedy Central), Hari Kondabolu (Conan! Comedy Central), Gabe Liedman (writer for upcoming Amy Schumer show, comedy duo Gabe and Jenny), and Yannis Pappas (Comedy Central, Best Week Ever) rounding out the panel with Chelsea Peretti there to ruin the show. Enjoy, weirdos! ",1:32:06,11/16/12,http://youmadeitweird.libsyn.com/live-from-ny-comedy-festival,Y
101,2012,101,N,Jessica St. Clair," Jessica St Clair (NBC's BFF! UCB! Best Week Ever!) is one of Pete's absolute favorite people: hilarious, thoughtful, and they even look kind of related. Just such a fun recording of two gals gabbin like gals, but one of them is a dude. Who loves gabbin. Please enjoy, weirdos!! ",2:09:58,11/14/12,http://youmadeitweird.libsyn.com/jessica-st-clair,Y
100,2012,100,N,Chelsea Peretti interviews Pete!," Happy Weirdiversary, weirdos! And what could be weirder than Pete's Best Worst Friend Chelsea Peretti (Louie, Parks and Rec, Comedy Central) interviewing Pete with questions sent in by listeners?! Not much, we think. THANK YOU for the questions, but so much more for 100 episodes of wonder, joy, awkwardness, vulnerability, acceptance, laughter (loud, giggling, squee-ing) and delightful crispiness, weirdos. We love you! HERE'S TO 100 MORE!! Remain crispy. ",2:05:47,11/9/12,http://youmadeitweird.libsyn.com/chelsea-peretti-interviews-pete,Y
99,2012,99,N,Paul Scheer," Paul Scheer (The League! How Did This Get Made Podcast! Human Giant!) finally gets in the studio to make it wonderful and weird. Just a delightful and hilarious human man. God, we love us some Paul Scheer and hope you weirdos do too! GET INTO IT! ",2:15:38,11/7/12,http://youmadeitweird.libsyn.com/paul-scheer,Y
98,2012,98,N,Bret Ernst," BRET ERNST (Comedy Central Half Hour, Vince Vaughn comedy tour, comedy!) is such a unique and hilarious story, you won't believe it. Enjoy such a classic guest and tales of a squirrel that has sex with human people. GET INTO IT, WEIRDOS! ",1:53:16,11/2/12,http://youmadeitweird.libsyn.com/bret-ernst,Y
97,2012,97,N,Live at JFL42," Live from TORONTO, CANADA! It gets weird in at the JFL42 Festival in Canada with Jonah Ray, Matt Mira, Big Jay Oakerson, W. Kamau Bell and Neal Brennan!! Thanks to all the Canadian Weirdos who came out! Great episode! ENJOY!Â  ",1:20:57,10/31/12,http://youmadeitweird.libsyn.com/live-at-jfl42,Y
96,2012,96,N,Zach Galifianakis," It's our one year anniversary, weirdos, and Zach Galifianakis is our wonderful and hilarious guest! Hooray! Thank you so much for a delightful and amazing year, weirdos!! Please enjoy this extra special ep of YMIW by doing something weird while you listen. Pete's recommendation: wear a hat made of cold cuts. GET INTO IT, WEIRDOS!! ",1:23:17,10/26/12,http://youmadeitweird.libsyn.com/zach-galifianakis,Y
95,2012,95,N,Baron Vaughn," Baron Vaughn (Conan! Fairly Legal! Fallon! CD Raised By Cable) comes by and makes it hilarious, honest, weird and so so fun, weirdos. Just a super fun one. A mildly awkward at points! Apologies are made! But mostly laughs. So many laughs. ENJOY YOU WEIRDOS!! ",1:46:44,10/24/12,http://youmadeitweird.libsyn.com/baron-vaughn,Y
94,2012,94,N,Joselyn Hughes," Joselyn Hughes is one of Pete's oldest comedy friends from CHICAGO. She is a great standup, improviser and writer from Tosh.0 and she brings the funny, the weird, and some internet clips that make us laugh harder than we've ever laughed. Also, we write two Brian Regan bits and a Seinfeld bit! GET INTO IT WEIRDOS! ",1:46:26,10/19/12,http://youmadeitweird.libsyn.com/joselyn-hughes,Y
93,2012,93,N,Kumail Nanjiani returns," KUMAIL NANJIANI (Letterman! Comedy! The FIRST YMIW Guest!) comes back to discuss so so so many things. Toothpicks, love, comedy, faith, all of it. It's all in here. Just a great and wonderful, special episode. If you enjoy it half as much as Pete did, you're going to lose your minds. HOORAY WEIRDOS!! Come see us tape our ONE HOUR COMEDY CENTRAL specials in Austin on October 23rd and 24th! Be there, please!! I promise a good time, possibly a hug. YES! ",2:33:35,10/17/12,http://youmadeitweird.libsyn.com/kumail-nanjiani-returns,Y
92,2012,92,N,Zach Sherwin," Zach Sherwin (MC Mr Napkins! The Midnight Show pilot! Comedy!) is our very first rapper to come on the show and boy does Pete enjoy dropping his limited hip hop knowledge at his feet for an interesting and hilarious convo between two friends. A rap battle may happen. Or is read, at least. ENJOY YOU WEIRDOS! ",2:26:56,10/12/12,http://youmadeitweird.libsyn.com/zach-sherwin,Y
91,2012,91,N,Thomas Middleditch," This is a weird one in a new way. Pete sits down with his old buddy, the hilariousÂ Thomas Middleditch (Improvised Shakespeare Company, Comedy Central's Mash Up, The Campaign) to discuss the anatomy of a break-up. Specifically, their dude break-up. Why do friends just stop hanging out together? What happened to their bromance?! Well, they get into it and get into it deep. And funny. And weird. Please enjoy, it wasn't easy to do! ",2:03:14,10/10/12,http://youmadeitweird.libsyn.com/thomas-middleditch,Y
90,2012,90,N,Noah Garfinkel," Noah Garfinkel (comedian! writer! Totally J/K with Joe Mande!) is hilarious. And thoughtful. And weird. So: perfect. A great episode with a true weirdo (and a weirdo! like, he listens to the show!) that Pete enjoyed so much and hopes you do, too! HOORAY, WEIRDOS! ",2:08:38,10/5/12,http://youmadeitweird.libsyn.com/noah-garfinkel,Y
89,2012,89,N,Live at LA RIOT Festival," LIVE FROM LOS ANGELES! An amazing live episode with amazing live guests JOE MANDE, CHRIS THAYER, JACQUELINE NOVAK, HARRIS WITTELS and JAMES ADOMIAN. Guys. It's weird, it's fun, it's funny, it's silly, it's brought to you by Pristique (not really). PLEASE ENJOY you weirdos!! ",1:29:51,10/3/12,http://youmadeitweird.libsyn.com/live-at-la-riot-festival,Y
88,2012,88,N,Sean Patton," Sean Patton (Conan! Comedy! The best!) comes by and REALLY makes it weird, even weirder than his appearance on the live YMIW from Montreal! Holy cow. Great episode. Just as uncomfortable as we like, funny, honest, sweet... All this and a tale of unrequited love? FREE PODCAST?! Free. WARNING: Pete and Sean say the ""c-word"" like 30 times in this episode, you may not want to play it in the car with your mom and your youth pastor on the way to pick up children. ",2:13:13,9/28/12,http://youmadeitweird.libsyn.com/sean-patton,Y
87,2012,87,N,Chris Hardwick," Chris Hardwick (You know him! I know you do! Nerdist podcast! Comedy! SHIPMATES! (Seriously, Pete loves shipmates) comes by to FINALLY make it weird! And this one gets funny, weird, strange... sexy? I mean, what could we possibly mean by that? No idea. Just enjoy, you weirdos!! ",2:11:35,9/26/12,http://youmadeitweird.libsyn.com/chris-hardwick,Y
86,2012,86,N,Jimmy Pardo," Jimmy Pardo (Never Not Funny! Conan! Comedy!) is such a delightful YMIW guest: funny, thoughtful, just a deep AND riffing machine. The Sleepy Summer Series continues with NO A/C but still A DELIGHT! So glad the Podfather came by! Get into it, you weirdos!! ",1:38:58,9/21/12,http://youmadeitweird.libsyn.com/jimmy-pardo,Y
85,2012,85,N,Kristen Schaal," Kristen Schaal (Flight of the Conchords! Comedy! Toy Story 3!)! HOLY COW! One of Pete's favorite people and comedians stops by to make it very weird as a part of the ongoing no-AC Sleepy Summer Series and boy do we have some laughs, some real talk, and some overshares. Just a delight. Please enjoy you weirdos!! ",1:42:42,9/19/12,http://youmadeitweird.libsyn.com/kristen-schaal,Y
84,2012,84,N,Jay Larson," Jay Larson (Comedy Central, Late Late Show, CD ""Self Diagnosed"") is one of Pete's absolute favorite people in the world and hands-down a spectacular guest to make things weird. They talk gnomes, comedy, gnomes, marriage, and a little bit more about gnomes. Holy shit! Hilarious. Weird. A delight. It's a good one folks. Please enjoy you weirdos!! ",2:13:45,9/14/12,http://youmadeitweird.libsyn.com/jay-larson,Y
83,2012,83,N,Live from SF Outside Lands!," Holy shit. The weirdest, most uncomfortable episode ever. By far. I mean, buckle up. IT. GETS. AWKWARD. Yeeeeek! With the hilarious Eric Andre (The Eric Andre Show!), Jackie Kashian (Dork Forrest podcast!), Jon Glaser (Delocated!) and Brett Gelman (NBCs Go On, Eagleheart!). Soak in the weirdness, then shower afterwards. NOT FOR THE FAINT OF AWKWARDNESS! ",1:14:20,9/12/12,http://youmadeitweird.libsyn.com/live-from-sf-outside-lands,Y
82,2012,82,N,Taylor Williamson," One of Pete's favorite comedians Taylor Williamson (Last Comic Standing, Ferguson, comedy!) is a delightful YMIW guest: funny, thoughtful and super weird. Hear Pete tell Taylor what to call his upcoming CD! Hear Taylor tell jokes he cut from the CD! Hear Katie laugh!! It's a big one. GET INTO IT, YOU WEIRDOS! ",2:24:45,9/7/12,http://youmadeitweird.libsyn.com/taylor-williamson,Y
81,2012,81,N,Howard Kremer," Howard Kremer (Who Charted? Kimmel! Dragon Boy Suede!) is a wonderful YMIW guest who shares a very similar VIBE to Pete which is just a DELIGHT. Please enjoy our a/c free recording, our laughs, our funs. Get into it, weirdos!! ",1:33:14,9/5/12,http://youmadeitweird.libsyn.com/howard-kremer,Y
80,2012,80,N,Jason Mantzoukas," An incredible YMIW with the incredibleÂ Jason Mantzoukas (The League, Children's Hospital, The Dictator, comedy!) done mostly in a fake Boston accent because IT'S FUN THAT'S WHY. such a great guest. please enjoy everything a YMIW should be -- thoughtful, funny, deep, and if you're anything like Pete, you'll find it fascinating. Hooray, weirdos! ",2:02:17,8/31/12,http://youmadeitweird.libsyn.com/jason-mantzoukas,Y
79,2012,79,N,Shane Mauss," Shane Mauss (Conan! Kimmel! Comedy!) is one of Pete's all time favorite comedians and is an incredible YMIW guest. So many stories, so many laughs and so much science and psychology you can't even believe it. FREE PODCAST?! Enjoy you weirdos!! ",2:05:13,8/29/12,http://youmadeitweird.libsyn.com/shane-mauss,Y
78,2012,78,N,Brent Weinbach," Brent Weinbach (Conan! The Legacy Music Hour podcast!) is hands down one of the weirdest guests we've ever had. Pete felt conflicted about this conversation for DAYS after recording it because how do you navigate a person like Brent?! Holy cow. He out weirded our weirdest weirdness in a hilarious and fun way. Great ep, great guest, WEIRD TIMES WITH PAT HALMS. ",2:14:20,8/24/12,http://youmadeitweird.libsyn.com/brent-weinbach,Y
77,2012,77,N,Riki Lindhome," Riki Lindhome (Garfunkel and Oates, Making It podcast) is one of Pete's favorite people and a wonderful YMIW guest: hilarious, thoughtful, and a nice sample of Pete just gabbin' like one of the gals. GABBIN' LIKE GALS was the original name of this podcast. JK. Enjoy, you weirdos!! ",2:04:46,8/22/12,http://youmadeitweird.libsyn.com/riki-lindhome,Y
76,2012,76,N,Zach Cregger," Yes!! Zach Cregger (Whitest Kids U Know) is just a delightful guest with whom to make it weird. What a weird way to say a simple thing: he's hilarious, thoughtful and thoughtfully hilarious. They get deep, they get weird, dare we say they keep it MFing crispy, y'all! ",1:58:20,8/17/12,http://youmadeitweird.libsyn.com/zach-cregger,Y
75,2012,75,N,John Mulaney," Holy cow, weirdos! Finally, we have one of Pete's favorite comedians and best friends, John Mulaney!!!! From SNL, Conan, Comedy Central, new CD New in Town, and more, Mulaney is the greatest and just a dream guest for YMIW. PLEASE ENJOY, YOU WEIRDOS!!! ",2:20:22,8/15/12,http://youmadeitweird.libsyn.com/john-mulaney,Y
74,2012,74,N,Hampton Yount," Hampton Yount (Nerdist podcast! Bob and Tom! Winner of the DC Improv Comedy Competition!) is such a great YMIW guest. Stories that have stuck in Pete's head for WEEKS after, and so so many laughs and real moments. Gosh, a real cooker. ""Gosh, a real cooker"" is also available as a t-shirt on youmadeitweird.com. Just kidding. Unless you want it. ""GARC."" Enjoy, you weirdos!! ",1:50:48,8/10/12,http://youmadeitweird.libsyn.com/hampton-yount,Y
73,2012,73,N,Andy Haynes," Andy Haynes (Conan! Comedy!) is one of Pete's favorite people and, it turns out, incredibly weird. Amazing stories, some skiing related, and many many laughs. Those of you who have come to a live standup show know Andy from doing the shows with Pete and Pete is thrilled he had the time to make it weird and wonderful. Enjoy, weirdos!! ",2:03:09,8/8/12,http://youmadeitweird.libsyn.com/andy-haynes,Y
72,2012,72,N,Live from Montreal," LIVE IN MONTREAL! Holy cow what a show. Amazing stories, real weirdness, incredible guests. YMIW goes international in Montreal with Eric Andre (the Eric Andre Show, Don't Trust the B in Apartment 23), Jamie Lee (comedy, Kid Farm, Last Comic Standing), Ryan Hamilton (Conan, comedy, the best!), Sean Patton (Conan, comedy central, non-central comedy!) and Pete's Best Worst Friend Chelsea Peretti make for an incredible ep. GET INTO IT! (INSIDE TIP: The story Pete tells is about Nikki Glaser. EVEN MORE AWKWARD!!!) ",1:13:39,8/3/12,http://youmadeitweird.libsyn.com/live-from-montreal,Y
71,2012,71,N,Sean O'Connor," SEAN O'CONNOR (Conan, comedy, comedy writer!) lays down an incredible YMIW: funny, thoughtful, DARE I SAY MOVING? Yes I do. And also very, very funny. So glad he could come down. He was great on the live one in Indiana, and really takes it home here. ENJOY YOU WEIRDOS!! ",1:58:27,8/1/12,http://youmadeitweird.libsyn.com/sean-o-connor,Y
70,2012,70,N,Rory Scovel," Rory Scovel (COMEDY? Um, hello?! Comedy Central Half Hour, Conan, CD 'Dilation') is one of Pete's favorite comedians, friends and men with beards. For real. Just a delightful romp into comedy, the meaning of life and why Pete is uncomfortable if you bring someone into the booth with you to sit there during the interview (but then gets over it). ENJOY YOU WEIRDOS!! ",2:12:07,7/27/12,http://youmadeitweird.libsyn.com/rory-scovel,Y
69,2012,69,N,Tommy Johnagin," Tommy Johnagin (comedy, oh, I don't know... LETTERMAN FIVE TIMES?!!, CD Standup Comedy and Standup Comedy 2) is absolutely Pete's favorite kind of guest: funny, thoughtful, interesting and ready to go ANYWHERE weird! It's an incredible story. Pete hopes you enjoy as much as he did (if you hit 50% as much as he did you'll still love it!!) ",2:02:28,7/25/12,http://youmadeitweird.libsyn.com/tommy-johnagin,Y
68,2012,68,N,Kulap Vilaysack," Kulap Vilaysack (Who Charted?, comedy!) is a true delight. Fun, funny, thoughtful: just the ideal guest. Pete and K had a blast, we hope you do too! Now you know what to do: Get. Into. It. Weirdos!! ",1:50:20,7/20/12,http://youmadeitweird.libsyn.com/kulap-vilaysack,Y
67,2012,67,N,Jerrod Carmichael," Jerrod Carmichael (Variety's Top Comics to Watch, Comedy!) comes in for an INCREDIBLE YMIW, a talk that just filled Pete with wonderful creative happiness and joy. FOR REAL. Pete honestly doesn't want to give too much away. He also wrote this in third person. Just trust us: it's a good one. GET INTO IT, YOU WEIRDOS! ",1:28:22,7/18/12,http://youmadeitweird.libsyn.com/jerrod-carmichael,Y
66,2012,66,N,Michelle Buteau," Michelle Buteau (Comedy Central! VH1! Last Comic Standing!) is a wonderful, wonderful weirdo and just a true delight! DARE I SAY SASSY?! I dare. So much sassitude. SASSITUDE. So much fun. Please enjoy this romp down comedy, friendship, and fun. GET INTO IT YOU WEIRDOS!! ",1:54:41,7/13/12,http://youmadeitweird.libsyn.com/michelle-buteau,Y
65,2012,65,N,Mike Burns," Mike Burns (Chicago! Comedy! Chicago comedy! Gentlemen Scumbags podcast) is such a great YMIW guest: hilarious, open, thoughtful, and he does a hilarious Ryan Gosling face! GOS FACE! Please get into it and enjoy the weirdness you weird, weird weirdos!! ",1:36:57,7/11/12,http://youmadeitweird.libsyn.com/mike-burns,Y
64,2012,64,N,Dov Davidoff," DOV DAVIDOFF (comedian! actor! writer! one of the most interesting people ever! cool guy!) is one of Pete's favorite YMIW guests ever: open, funny, thoughtful, badass. Good lord this is a great one. I don't want to even spoil anything here. Just get into it, you weirdos! It was the best. WHAT WAS IT, THE BEST? Yes. Just yes. ",1:31:42,7/6/12,http://youmadeitweird.libsyn.com/dov-davidoff,Y
63,2012,63,N,Greg Behrendt," We don't care it's a holiday, weirdos! Here's a hot and fresh YMIW for you to enjoy on your roadtrip to watch explosions in the sky (fireworks, not the band. maybe the band.). Greg Behrendt! (Walking the Room podcast, comedy, instrumental ska!) He came in! He made it weird! HE MADE IT GREAT. You make it possible. Well, that's kind of true. I mean, we did it, but if you didn't listen WHAT WOULD BE THE POINT? Please enjoy you 4th of July weirdos!! ",2:03:08,7/4/12,http://youmadeitweird.libsyn.com/greg-behrendt,Y
62,2012,62,N,Sara Schaefer," Sara Schaefer (emmy winning blogger for Fallon, You Had to Be There podcast, comedy) is a delightful guest: hilarious, thoughtful and DARE I SAY EVEN MOVING. A great episode with a lot of laughs AND a lot of heart. Good lord, get into it already! It's so good!!! ",1:51:13,6/29/12,http://youmadeitweird.libsyn.com/sara-schaefer,Y
61,2012,61,N,Gary Gulman," One of Pete's earliest heros Gary Gulman (Last Comic Standing, HBO, comedy) came by to make it weird reminiscing about Boston, brothers who ruined his magic shows, and so much more. A supremely good episode! GET INTO IT WEIRDOS!! ",1:43:34,6/27/12,http://youmadeitweird.libsyn.com/gary-gulman,Y
60,2012,60,N,Chris Marrs," One of Pete's funniest and oldest friends from Chicago (continuing our CHICAGO week!) CHRIS MARRS came by the studio to make it weird and talk about their old improv team, being couple friends with Pete's ex-wife (weird!), commercial acting, writing, and bit and laughs abound. One of Pete's all time favorite people, we're so glad he could come by and GET INTO IT. Now it's your turn, weirdos! Please enjoy. ",1:49:51,6/22/12,http://youmadeitweird.libsyn.com/chris-marrs,Y
59,2012,59,N,Live from Chicago!," It's a Chicago-towne reunion show with all comedians Pete started with back in the ol' windy city (no one calls it that)! some familiar faces (""fam faces"") and some newbie chewbies (""newbie chewbies"") for all weirdos, Chicagoans and not, to enjoy. T.J. Miller! Hannibal Buress! Matt Braunger! Sean Flannery! Robert Buscemi! And a sharpshooting CJ Sullivan! SO PLEASE ENJOY YOU WEIRDOS!! ",1:34:12,6/20/12,http://youmadeitweird.libsyn.com/live-from-chicago,Y
58,2012,58,N,Ron Funches," Is there anyone better than Ron Funches (Conan)?!?! Pete says no. So dive into the bliss of this joyful and wonderful man who remains a sunshiney pleasure even as the topics get dark and weird. DARK AND WEIRD. Like the thigh meat on a unicorn, guys. ALT HACK ALERT!! UNICORN! YES!! ",1:40:08,6/15/12,http://youmadeitweird.libsyn.com/ron-funches,Y
57,2012,57,N,Kevin Heffernan," Kevin Heffernan (Broken Lizard! Super Troopers! Slammin' Salmon!) comes by and makes it weird, ""TV fat"" style with Pete. So many laughs, so so many Super Trooper questions, and maybe even an impression or two. Get into it... MEOW! ",1:53:00,6/13/12,http://youmadeitweird.libsyn.com/kevin-heffernan,Y
56,2012,56,N,Live from Indiana!," Sean O'Connor (Conan!), Chris Thayer (FIVE hundred WEEKS!), Geoff Tate (Comedy Central!) came by the Comedy Attic in Indiana to crank out an absolutely incredible live YMIW!! Get in there. Enjoy! REPEAT!! Thank you to all the weirdos who came out it was a blast!!! ",1:25:49,6/8/12,http://youmadeitweird.libsyn.com/live-from-indiana,Y
55,2012,55,N,Jenny Slate," Jenny Slate (comedy, HBO, SNL, Gabe and Jenny) is one of Pete's absolute favorite people and this conversation could've gone forever and almost did. It's one of our funniest and also deepest and weirdest eps yet. Please get into it!!! YOU WEIRDOS!! ",2:29:23,6/6/12,http://youmadeitweird.libsyn.com/jenny-slate,Y
54,2012,54,N,Kenya Barris," The amazing and hilarious writer-extraordinaire Kenya Barris (too many shows to list, one of the funniest guys Pete knows, they wrote on Teenage Daughter together!) comes by in one of those fun, you-may-not-know-the-guest but Pete-loves-these-episodes-pretty-much-the-best-ever kind of episodes!! Get into it, you weirdos! Kenya continues the Patrick Walsh tradition of being a hilarious writer that Pete worked with who also makes a great YMIW guest! FEELIN IT! ",2:19:08,6/1/12,http://youmadeitweird.libsyn.com/kenya-barris,Y
53,2012,53,N,Alison Rosen," Alison Rosen (Alison Rosen Is Your New Best Friend podcast, Adam Carolla show) was so kind to have Pete as her first guest for her wonderful podcast and they had such a great time that she was FOR SURE going to have to make it weird sooner than later. And she has. Made it weird. Here. THE DICK DOES THE FUCKIN' and other catchphrases await! Get weird, weirdos! ",1:45:00,5/30/12,http://youmadeitweird.libsyn.com/alison-rosen,Y
52,2012,52,N,Natasha Leggero," Natasha Leggero (comedy, Ugly Americans, The Tonight Show) is one of Pete's (surprise!) absolute favorite people. Hilarious, wonderful and just fucking great. Pete just listened to this episode which he almost never does and loved it and then wrote about it in the third person for you to read here. Many LOLs. A real LOLercoaster! GET INTO IT, WEIRDOS! ",1:38:44,5/25/12,http://youmadeitweird.libsyn.com/natasha-leggero,Y
51,2012,51,N,Kurt Braunohler," Kurt Braunohler (comedy, new comedy gameshow ""BUNK""!) is one of Pete's absolute favorite people. Fascinating stories of relationships, comedy, and lots of bad and offensive German accents. I mean, what else do you want?! It's WEIRD FOLKS. WEIRD. Kisses! ",1:53:27,5/23/12,http://youmadeitweird.libsyn.com/kurt-braunohler,Y
50,2012,50,N,Chris Thayer," Pete's good buddy up-and-coming hilarious comedian Chris Thayer comes by to make it weird and weird it gets made. Seriously a great dude, hilarious dude, and some of the best stories Pete's ever heard. Please enjoy the UNDISCOVERED WEIRDO TREASURE that Pete wants to share with the world. Yes!! ",2:03:57,5/18/12,http://youmadeitweird.libsyn.com/chris-thayer,Y
49,2012,49,N,Bo Burnham," Bo Burnham (comedy, ""boom boom boom boom"") comes by to make it VERY weird and VERY deep and VERY funny about comedy, gender, gender in comedy, life, space, outer space, just... just everything, guys. Please enjoy. Pete sure did. Your turn, weirdos! ",1:57:32,5/16/12,http://youmadeitweird.libsyn.com/bo-burnham,Y
48,2012,48,N,Chelsea Peretti #2," Chelsea Peretti, Pete's ""worst best friend"" comes BACK to make it weird a second time, this time playing clips of the many times Pete has mentioned her on the show before and giving her a chance to retort. This is 99% new stuff, weirdos, just with some clips to give us jumping off points. Please enjoy, especially as Chelsea gives a detailed description of how she would kill Pete (they're close friends, we swear!). ",1:56:36,5/11/12,http://youmadeitweird.libsyn.com/chelsea-peretti-2,Y
47,2012,47,N,Adam Carolla," Podcast and comedy giant Adam Carolla was crispy enough to come by and make it weird (thanks to Katie!), and for this we are grateful. Lots of wisdom, laughs and a great reason why you should call and see if a guitar store is open on a Wednesday afternoon before you just drive there assuming they'd be open. GET INTO IT, WEIRDOS! ",1:56:09,5/9/12,http://youmadeitweird.libsyn.com/adam-carolla,Y
46,2012,46,N,Harris Wittels," Pete's buddy Harris W comes by to make it weird about drugs, comedy writing (Parks and Rec, Eastbound and Down, comedy), sex, God, the whole shebang. It's so great, there's really no need for this intro. PLEASE ENJOY! ",1:37:54,5/4/12,http://youmadeitweird.libsyn.com/harris-wittels,Y
45,2012,45,N,Shelby Fero," Holy cow. Pete knew Shelby Fero was a Twitter monster, but it turns out she's a hilarious and thoughtful delight. A DELIGHT! How she's this legit delightful and EIGHTEEN we'll never know. Not to be ageist. Lots of cool people are young. But she's like OLD cool. You'll see. Lots of ""when I was your age"" and other weirdness for you to enjoy. Please do so now, weirdos! ",1:52:57,5/2/12,http://youmadeitweird.libsyn.com/shelby-fero,Y
44,2012,44,N,Dana Gould," DANA GOULD! (The Simpsons, comedy) comes in to make it oh so delightful. A Simpsons writer who's not afraid to talk about his favorite Simpsons quotes, you can imagine Pete enjoyed that. A lot. And we talk about getting kicked in the professional balls, sex, God, kids, comedy, fun, and laughs. GET INTO IT WEIRDOS! ",2:04:22,4/27/12,http://youmadeitweird.libsyn.com/dana-gould,Y
43,2012,43,N,David Koechner," David Koechner (Anchorman, Anchorman 2) stops by to make it very weird and very funny and very sweet. Sheesh, what a guy. Pete had such a blast with him he wrote this intro in the third person. Great ep! Get into it, weidos!! ",1:36:17,4/25/12,http://youmadeitweird.libsyn.com/david-koechner,Y
42,2012,42,N,Rob Delaney," Twitter monster Rob Delaney comes in to make it weird and talk origins, singing the national anthem and babies. It's a weird one, folks. I mean, for real. Stop reading this and PLEASE ENJOY, WEIRDOS! ",1:33:20,4/20/12,http://youmadeitweird.libsyn.com/rob-delaney,Y
41,2012,41,N,"Live from NYC w/ Jim Gaffigan, Michael Ian Black and more!"," THANK YOU to all the weirdos that came out to this live taping at the Gramercy Theater in NYC!! Michael Ian Black, Jim Gaffigan, Jessi Klein and Matt McCarthy come and get weird live-style, plus SPECIAL DROP IN(s). Yes!! Such a fun one. Please enjoy, you weirdos!! ",1:37:00,4/18/12,http://youmadeitweird.libsyn.com/live-from-nyc-w-jim-gaffigan-michael-ian-black-and-more-,Y
40,2012,40,N,Patrick Walsh," Patrick Walsh (writer! friend! talking chicken!) is one of the funniest people Pete has ever known in his life. They wrote on Outsourced together where they came up with a bevy of personal jokes that crack them up to this day, many of which are shared in this ep. They also discuss his coming up and becoming a writer on Always Sunny in Philadelphia and Two Broke Girls as well as some of the funniest personal stories I think a weirdo would ever want to hear. Get into it you weirdos!! 
 ",1:42:52,4/13/12,http://youmadeitweird.libsyn.com/patrick-walsh,Y
39,2012,39,N,Matt Besser," Improv and comedy LEGEND, dare I say LEGEND, yes indeed I do dare, Matt Besser (UCB, comedy) comes in and gets real, deep and weird in record time. Please enjoy, weirdos!! ",1:51:23,4/11/12,http://youmadeitweird.libsyn.com/matt-besser,Y
38,2012,38,N,Mike Lawrence," Some weirdos have been requesting more up-and-coming and less ""established"" comedians for a glimpse into the beginnings of standup and Mike Lawrence, although he has appeared on John Oliver's New York Standup Show and taped Conan shortly after recording this episode, at least somewhat fits that bill. A super weird guy and a super interesting and hilarious guy. Please enjoy you weirdos! ",1:43:15,4/6/12,http://youmadeitweird.libsyn.com/mike-lawrence,Y
